filename,title,author,pubLocation,pubDate,mainGenre,elementOriginal,element
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Seville,Seville
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Toledo,Toledo
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gaul,Gaul
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,France,France
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Europe,Europe
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Belgic Gaul,Belgic Gaul
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Toulouse,Toulouse
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Valentia,Valentia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Amiens,Amiens
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Picardy,Picardy
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Asia,Asia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Basil,Basil
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Treves,Treves
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Coblentz,Coblentz
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cologn,Cologn
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Metz,Metz
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Germany,Germany
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bouillon,Bouillon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,England,England
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Tartary,Tartary
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Britain,Britain
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Clarendon,Clarendon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Syria,Syria
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Eng,Eng
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Old Jewry,Old Jewry
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Basville,Basville
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Montpelier,Montpelier
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Wales,Wales
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Constantinople,Constantinople
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Burges,Burges
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Aquileia,Aquileia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Portugal,Portugal
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lucena,Lucena
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Strasburg,Strasburg
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Boston,Boston
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Massachusetts,Massachusetts
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,United States of America,United States of America
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,United States,United States
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hague,Hague
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Blois,Blois
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Paris,Paris
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Persia,Persia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Phoenicia,Phoenicia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Jericho,Jericho
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Tyre,Tyre
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Macedonia,Macedonia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,mount Gerizim,mount Gerizim
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lybia,Lybia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cyrene,Cyrene
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Macedon,Macedon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cí_losyria,Cí_losyria
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Antioch,Antioch
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Modin,Modin
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,mount Acra,mount Acra
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Acra,Acra
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bethsura,Bethsura
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hiliopolis,Hiliopolis
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mesopotamia,Mesopotamia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount Azotus,Mount Azotus
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Ptolemais,Ptolemais
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gaza,Gaza
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Joppa,Joppa
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Galilee,Galilee
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Arabia,Arabia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gilead,Gilead
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Moabitis,Moabitis
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Idumea,Idumea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,CÅñlo Syria,CÅñlo Syria
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Parthia,Parthia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bethlehem,Bethlehem
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gerizim,Gerizim
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount Sinai,Mount Sinai
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gaulon,Gaulon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cesaria,Cesaria
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Pella,Pella
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sydon,Sydon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount Olivet,Mount Olivet
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Antonia,Antonia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Massada,Massada
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Phasael,Phasael
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mariamne,Mariamne
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sythopolis,Sythopolis
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Jordan,Jordan
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Machí_rus,Machí_rus
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cyprus,Cyprus
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gibeon,Gibeon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Galilees,Galilees
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Ascalon,Ascalon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gadara,Gadara
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Jotaphata,Jotaphata
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Japha,Japha
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Tarichí_,Tarichí_
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,sea of Galilee,sea of Galilee
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gamala,Gamala
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount Itabys,Mount Itabys
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Gischala,Gischala
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Masada,Masada
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cesarea,Cesarea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hebron,Hebron
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Perea,Perea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Herodium,Herodium
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Zion,Zion
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount Zion,Mount Zion
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Shiloah,Shiloah
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Phasí_lus,Phasí_lus
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hippicus,Hippicus
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Capernaum,Capernaum
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bethsaida,Bethsaida
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Chorazin,Chorazin
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Italy,Italy
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Chaldea,Chaldea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Jamnia,Jamnia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bitterah,Bitterah
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lydda,Lydda
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Diospolis,Diospolis
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Zippora,Zippora
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sephora,Sephora
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sora,Sora
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Pundebita,Pundebita
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Euphrates,Euphrates
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bither,Bither
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Elia Capitolina,Elia Capitolina
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount of Olives,Mount of Olives
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bagdat,Bagdat
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Nahardea,Nahardea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Palmyra,Palmyra
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Elia,Elia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Diocí_sarea,Diocí_sarea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Nisibis,Nisibis
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Moriah,Moriah
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Candia,Candia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Minorea,Minorea
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Dacia,Dacia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Inmestar,Inmestar
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Minorca,Minorca
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Naples,Naples
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Milan,Milan
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Genoa,Genoa
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Ravenna,Ravenna
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sora in Babylon,Sora in Babylon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Carthage,Carthage
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Africa,Africa
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Kainoka,Kainoka
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Medina,Medina
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hegiasa,Hegiasa
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Kaibar,Kaibar
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sicily,Sicily
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Terracina,Terracina
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lunel,Lunel
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Nazareth,Nazareth
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Orleans,Orleans
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Languedoc,Languedoc
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Uzes,Uzes
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Clermont,Clermont
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Thoulouse,Thoulouse
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Narbonne,Narbonne
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Chozar,Chozar
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lyons,Lyons
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Arles,Arles
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bourdeaux,Bourdeaux
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Beziers,Beziers
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Grenada,Grenada
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Pheruty Shiboour,Pheruty Shiboour
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cordova,Cordova
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Vatican,Vatican
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Barcelona,Barcelona
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hungary,Hungary
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bohemia,Bohemia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Francfort,Francfort
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Franconia,Franconia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lininghen,Lininghen
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Strasburgh,Strasburgh
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mayence,Mayence
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Israel,Israel
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Spires,Spires
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Rhine,Rhine
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Nuremberg,Nuremberg
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Tudela,Tudela
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Navarre,Navarre
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Bassorah,Bassorah
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Tigris,Tigris
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Almozal,Almozal
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Rehoboth,Rehoboth
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Karchemish,Karchemish
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Obkeray,Obkeray
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Indostan,Indostan
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Resen,Resen
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Hila,Hila
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Chebar,Chebar
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cufa,Cufa
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Misraim,Misraim
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Grand Cairo,Grand Cairo
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Goshen,Goshen
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Damietta,Damietta
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Sichem,Sichem
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Shunan,Shunan
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Upper Galilee,Upper Galilee
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Greece,Greece
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Mount Parnassus,Mount Parnassus
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Corinth,Corinth
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Thebes,Thebes
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Lepanto,Lepanto
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Patras,Patras
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Galata,Galata
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Pera,Pera
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Pisa,Pisa
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Capua,Capua
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Salermo,Salermo
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Benevento,Benevento
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Ascoli,Ascoli
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Trani,Trani
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Corsica,Corsica
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Messina,Messina
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Palermo,Palermo
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Ratisbon,Ratisbon
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Andalusia,Andalusia
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Rhodes,Rhodes
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Cairo,Cairo
adams.jews.xml,"The History of the Jews, 1812","Adams, Hannah",Boston,1812,G.non-fiction,Troyes,Troyes
